snak club,fc_1827,,snak club,fc_1827,,,snak club,fc_1827,,,lollipop rings,fc_2108,,,,,,
stevia extract,fc_1828,,stevia extract,fc_1828,,,stevia extract,fc_1828,,,lunchbox cookies,fc_2109,,,,,,
strawberry cheesecake,fc_1829,,strawberry cheesecake,fc_1829,,,strawberry cheesecake,fc_1829,,,maple bacon,fc_2110,,,,,,
sugar free1x14,fc_1830,,sugar free1x14,fc_1830,,,sugar free1x14,fc_1830,,,marcona almonds,fc_2111,,,,,,
sugar snap,fc_1831,,sugar snap,fc_1831,,,sugar snap,fc_1831,,,margherita pizza,fc_2112,,,,,,
sunny select,fc_1832,,sunny select,fc_1832,,,sunny select,fc_1832,,,maud borup,fc_2113,,,,,,
sweet smiles,fc_1833,,sweet smiles,fc_1833,,,sweet smiles,fc_1833,,,mayonnaise dressing,fc_2114,,,,,,
sweetened condensed,fc_1834,,sweetened condensed,fc_1834,,,sweetened condensed,fc_1834,,,mesquite bbq,fc_2115,,,,,,
sweetened whl,fc_1835,,sweetened whl,fc_1835,,,sweetened whl,fc_1835,,,mini candy,fc_2116,,,,,,
tangy candy,fc_1836,,tangy candy,fc_1836,,,tangy candy,fc_1836,,,mix gourmet,fc_2118,,,,,,
tea organic,fc_1837,,tea organic,fc_1837,,,tea organic,fc_1837,,,mix red,fc_2119,,,,,,
toasted chips,fc_1838,,toasted chips,fc_1838,,,toasted chips,fc_1838,,,mlk ygrt,fc_2120,,,,,,
top blade,fc_1839,,top blade,fc_1839,,,top blade,fc_1839,,,natural sea,fc_2121,,,,,,
tortilla strips,fc_1840,,tortilla strips,fc_1840,,,tortilla strips,fc_1840,,,nutrient enhanced,fc_2122,,,,,,
turkey jerky,fc_1841,,turkey jerky,fc_1841,,,turkey jerky,fc_1841,,,nutrition shake,fc_2123,,,,,,
uncured turkey,fc_1842,,uncured turkey,fc_1842,,,uncured turkey,fc_1842,,,nutter butter,fc_2124,,,,,,
vegetable broth,fc_1843,,vegetable broth,fc_1843,,,vegetable broth,fc_1843,,,old dominion,fc_2125,,,,,,
water product,fc_1844,,water product,fc_1844,,,water product,fc_1844,,,organic chia,fc_2126,,,,,,
wheat hot,fc_1845,,wheat hot,fc_1845,,,wheat hot,fc_1845,,,organic low,fc_2127,,,,,,
added ascorbic,fc_1846,,added ascorbic,fc_1846,,,added ascorbic,fc_1846,,,organic popcorn,fc_2128,,,,,,
amport foods,fc_1847,,amport foods,fc_1847,,,amport foods,fc_1847,,,parmesan garlic,fc_2129,,,,,,
apple cranberry,fc_1848,,apple cranberry,fc_1848,,,apple cranberry,fc_1848,,,pineapple coconut,fc_2130,,,,,,
bacon bits,fc_1849,,bacon bits,fc_1849,,,bacon bits,fc_1849,,,plain bagels,fc_2131,,,,,,
bartlett pear,fc_1850,,bartlett pear,fc_1850,,,bartlett pear,fc_1850,,,pork jerky,fc_2132,,,,,,
bean chips,fc_1851,,bean chips,fc_1851,,,bean chips,fc_1851,,,potato snack,fc_2133,,,,,,
bob evans,fc_1852,,bob evans,fc_1852,,,bob evans,fc_1852,,,premium black,fc_2135,,,,,,
buttercrunch toffee,fc_1853,,buttercrunch toffee,fc_1853,,,buttercrunch toffee,fc_1853,,,progresso light,fc_2136,,,,,,
candy kids,fc_1854,,candy kids,fc_1854,,,candy kids,fc_1854,,,pudding snacks,fc_2137,,,,,,
candy sour,fc_1855,,candy sour,fc_1855,,,candy sour,fc_1855,,,pure honey,fc_2138,,,,,,
card kit,fc_1856,,card kit,fc_1856,,,card kit,fc_1856,,,real cocoa,fc_2139,,,,,,
cherry mixed,fc_1857,,cherry mixed,fc_1857,,,cherry mixed,fc_1857,,,real cream,fc_2140,,,,,,
cherry sours,fc_1858,,cherry sours,fc_1858,,,cherry sours,fc_1858,,,recipe mix,fc_2141,,,,,,
chile sauce,fc_1859,,chile sauce,fc_1859,,,chile sauce,fc_1859,,,ripe pitted,fc_2142,,,,,,
chocolate premium,fc_1860,,chocolate premium,fc_1860,,,chocolate premium,fc_1860,,,ripple potato,fc_2143,,,,,,
chocolate squares,fc_1861,,chocolate squares,fc_1861,,,chocolate squares,fc_1861,,,roasted diced,fc_2144,,,,,,
chunky chicken,fc_1862,,chunky chicken,fc_1862,,,chunky chicken,fc_1862,,,roasted salsa,fc_2145,,,,,,
club crackers,fc_1863,,club crackers,fc_1863,,,club crackers,fc_1863,,,roasted whole,fc_2146,,,,,,
cocktail blend,fc_1864,,cocktail blend,fc_1864,,,cocktail blend,fc_1864,,,robert rothschild,fc_2147,,,,,,
condensed milk,fc_1865,,condensed milk,fc_1865,,,condensed milk,fc_1865,,,rothschild farm,fc_2148,,,,,,
cooked pork,fc_1866,,cooked pork,fc_1866,,,cooked pork,fc_1866,,,salisbury steak,fc_2149,,,,,,
cookies food,fc_1867,,cookies food,fc_1867,,,cookies food,fc_1867,,,salsa organic,fc_2150,,,,,,
corn whole,fc_1868,,corn whole,fc_1868,,,corn whole,fc_1868,,,salt potatoes,fc_2151,,,,,,
country-style ribs,fc_1869,,country-style ribs,fc_1869,,,country-style ribs,fc_1869,,,seasoned salt,fc_2152,,,,,,
cream dip,fc_1870,,cream dip,fc_1870,,,cream dip,fc_1870,,,size candies,fc_2153,,,,,,
cream top,fc_1871,,cream top,fc_1871,,,cream top,fc_1871,,,sliced beef,fc_2154,,,,,,
creamy cheese,fc_1872,,creamy cheese,fc_1872,,,creamy cheese,fc_1872,,,sliced beets,fc_2155,,,,,,
crisp rice,fc_1873,,crisp rice,fc_1873,,,crisp rice,fc_1873,,,smoked sliced,fc_2156,,,,,,
crushed pineapple,fc_1874,,crushed pineapple,fc_1874,,,crushed pineapple,fc_1874,,,snack artist,fc_2157,,,,,,
cruz organic,fc_1875,,cruz organic,fc_1875,,,cruz organic,fc_1875,,,soft licorice,fc_2158,,,,,,
cultured lowfat,fc_1876,,cultured lowfat,fc_1876,,,cultured lowfat,fc_1876,,,soft spread,fc_2159,,,,,,
cvs pharmacy,fc_1877,,cvs pharmacy,fc_1877,,,cvs pharmacy,fc_1877,,,sour candy,fc_2160,,,,,,
decorating candies,fc_1878,,decorating candies,fc_1878,,,decorating candies,fc_1878,,,southwestern style,fc_2161,,,,,,
diced pears,fc_1879,,diced pears,fc_1879,,,diced pears,fc_1879,,,speedy choice,fc_2162,,,,,,
dierbergs kitchen,fc_1880,,dierbergs kitchen,fc_1880,,,dierbergs kitchen,fc_1880,,,style dressing,fc_2163,,,,,,
dog rolls,fc_1881,,dog rolls,fc_1881,,,dog rolls,fc_1881,,,super moist,fc_2164,,,,,,
dressing ken,fc_1882,,dressing ken,fc_1882,,,dressing ken,fc_1882,,,teriyaki beef,fc_2165,,,,,,
dried pineapple,fc_1883,,dried pineapple,fc_1883,,,dried pineapple,fc_1883,,,toasted oat,fc_2166,,,,,,
durum semolina,fc_1884,,durum semolina,fc_1884,,,durum semolina,fc_1884,,,water taffy,fc_2167,,,,,,
egg salad,fc_1885,,egg salad,fc_1885,,,egg salad,fc_1885,,,wild salmon,fc_2168,,,,,,
egg white,fc_1886,,egg white,fc_1886,,,egg white,fc_1886,,,wildflower honey,fc_2169,,,,,,
fajita seasoning,fc_1887,,fajita seasoning,fc_1887,,,fajita seasoning,fc_1887,,,woven wheats,fc_2170,,,,,,
family pack,fc_1888,,family pack,fc_1888,,,family pack,fc_1888,,,yogurt dressing,fc_2171,,,,,,
flix candy,fc_1889,,flix candy,fc_1889,,,flix candy,fc_1889,,,yogurt greek,fc_2172,,,,,,
fresh goat,fc_1890,,fresh goat,fc_1890,,,fresh goat,fc_1890,,,almond granola,fc_2174,,,,,,
fruit smoothie,fc_1891,,fruit smoothie,fc_1891,,,fruit smoothie,fc_1891,,,angela mia,fc_2175,,,,,,
fruit strips,fc_1892,,fruit strips,fc_1892,,,fruit strips,fc_1892,,,bean hummus,fc_2178,,,,,,
grain oats,fc_1893,,grain oats,fc_1893,,,grain oats,fc_1893,,,better made,fc_2179,,,,,,
gum spearmint,fc_1894,,gum spearmint,fc_1894,,,gum spearmint,fc_1894,,,breakfast bars,fc_2180,,,,,,
gummies candy,fc_1895,,gummies candy,fc_1895,,,gummies candy,fc_1895,,,breast nuggets,fc_2181,,,,,,
happy valentine,fc_1896,,happy valentine,fc_1896,,,happy valentine,fc_1896,,,breast patties,fc_2182,,,,,,
hickory smoke,fc_1897,,hickory smoke,fc_1897,,,hickory smoke,fc_1897,,,butter sweet,fc_2183,,,,,,
hot fudge,fc_1898,,hot fudge,fc_1898,,,hot fudge,fc_1898,,,cake organic,fc_2185,,,,,,
instant hot,fc_1899,,instant hot,fc_1899,,,instant hot,fc_1899,,,candy frankford,fc_2187,,,,,,
instant rice,fc_1900,,instant rice,fc_1900,,,instant rice,fc_1900,,,candy gift,fc_2188,,,,,,
italian macaroni,fc_1901,,italian macaroni,fc_1901,,,italian macaroni,fc_1901,,,cantina style,fc_2189,,,,,,
large pitted,fc_1902,,large pitted,fc_1902,,,large pitted,fc_1902,,,cappuccino drink,fc_2190,,,,,,
long lasting,fc_1903,,long lasting,fc_1903,,,long lasting,fc_1903,,,central market,fc_2191,,,,,,
maple brown,fc_1904,,maple brown,fc_1904,,,maple brown,fc_1904,,,cheddar popcorn,fc_2192,,,,,,
matcha green,fc_1905,,matcha green,fc_1905,,,matcha green,fc_1905,,,cheddar style,fc_2193,,,,,,
medium grain,fc_1906,,medium grain,fc_1906,,,medium grain,fc_1906,,,cheese black,fc_2194,,,,,,
midwood brands,fc_1907,,midwood brands,fc_1907,,,midwood brands,fc_1907,,,cherry cola,fc_2195,,,,,,
milk chocolates,fc_1908,,milk chocolates,fc_1908,,,milk chocolates,fc_1908,,,cherry limeade,fc_2196,,,,,,
milk mozzarella,fc_1909,,milk mozzarella,fc_1909,,,milk mozzarella,fc_1909,,,chicken condensed,fc_2197,,,,,,
minute marinade,fc_1910,,minute marinade,fc_1910,,,minute marinade,fc_1910,,,chilled coffee,fc_2198,,,,,,
naked cereal,fc_1911,,naked cereal,fc_1911,,,naked cereal,fc_1911,,,chips sweet,fc_2199,,,,,,
natural coconut,fc_1912,,natural coconut,fc_1912,,,natural coconut,fc_1912,,,chocolate baking,fc_2200,,,,,,
natural peanut,fc_1913,,natural peanut,fc_1913,,,natural peanut,fc_1913,,,circus peanuts,fc_2201,,,,,,
noodle bowl,fc_1914,,noodle bowl,fc_1914,,,noodle bowl,fc_1914,,,cobblestone bread,fc_2203,,,,,,
orange cream,fc_1915,,orange cream,fc_1915,,,orange cream,fc_1915,,,concord foods,fc_2204,,,,,,
organic bread,fc_1916,,organic bread,fc_1916,,,organic bread,fc_1916,,,cream ice,fc_2205,,,,,,
organic light,fc_1917,,organic light,fc_1917,,,organic light,fc_1917,,,creme brulee,fc_2206,,,,,,
oven toasted,fc_1918,,oven toasted,fc_1918,,,oven toasted,fc_1918,,,crescent rolls,fc_2207,,,,,,
pitted dates,fc_1919,,pitted dates,fc_1919,,,pitted dates,fc_1919,,,crispy chicken,fc_2208,,,,,,
pizza organic,fc_1920,,pizza organic,fc_1920,,,pizza organic,fc_1920,,,crunchy rice,fc_2209,,,,,,
pop corn,fc_1921,,pop corn,fc_1921,,,pop corn,fc_1921,,,crust pepperoni,fc_2210,,,,,,
real cheese,fc_1922,,real cheese,fc_1922,,,real cheese,fc_1922,,,deluxe cake,fc_2211,,,,,,
rice cracker,fc_1923,,rice cracker,fc_1923,,,rice cracker,fc_1923,,,double filled,fc_2212,,,,,,
rice vinegar,fc_1924,,rice vinegar,fc_1924,,,rice vinegar,fc_1924,,,dressing wish-bone,fc_2213,,,,,,
salt cereals,fc_1925,,salt cereals,fc_1925,,,salt cereals,fc_1925,,,eggs candy,fc_2215,,,,,,
san marzano,fc_1926,,san marzano,fc_1926,,,san marzano,fc_1926,,,energy snack,fc_2216,,,,,,
sausage gravy,fc_1927,,sausage gravy,fc_1927,,,sausage gravy,fc_1927,,,fat cottage,fc_2217,,,,,,
sliced white,fc_1928,,sliced white,fc_1928,,,sliced white,fc_1928,,,fat granola,fc_2218,,,,,,
snack stick,fc_1929,,snack stick,fc_1929,,,snack stick,fc_1929,,,frozen novelties,fc_2219,,,,,,
stewed chicken,fc_1930,,stewed chicken,fc_1930,,,stewed chicken,fc_1930,,,fudge swirl,fc_2220,,,,,,
style sweet,fc_1931,,style sweet,fc_1931,,,style sweet,fc_1931,,,fuji apple,fc_2221,,,,,,
sweet whole,fc_1932,,sweet whole,fc_1932,,,sweet whole,fc_1932,,,ginger evans,fc_2222,,,,,,
sweetened dried,fc_1933,,sweetened dried,fc_1933,,,sweetened dried,fc_1933,,,gold peak,fc_2223,,,,,,
thinly sliced,fc_1934,,thinly sliced,fc_1934,,,thinly sliced,fc_1934,,,haddon house,fc_2224,,,,,,
twin pack,fc_1935,,twin pack,fc_1935,,,twin pack,fc_1935,,,hatch chile,fc_2225,,,,,,
vera juice,fc_1936,,vera juice,fc_1936,,,vera juice,fc_1936,,,hemp seed,fc_2226,,,,,,
waymouth farms,fc_1937,,waymouth farms,fc_1937,,,waymouth farms,fc_1937,,,homegrown organic,fc_2227,,,,,,
white fudge,fc_1938,,white fudge,fc_1938,,,white fudge,fc_1938,,,homestyle waffles,fc_2228,,,,,,
.8oz kellogg,fc_1939,,.8oz kellogg,fc_1939,,,.8oz kellogg,fc_1939,,,horizon organic,fc_2229,,,,,,
almond flour,fc_1940,,almond flour,fc_1940,,,almond flour,fc_1940,,,iced green,fc_2230,,,,,,
banana bread,fc_1941,,banana bread,fc_1941,,,banana bread,fc_1941,,,jack natural,fc_2231,,,,,,
bar candies,fc_1942,,bar candies,fc_1942,,,bar candies,fc_1942,,,jolly rancher,fc_2232,,,,,,
beef sticks,fc_1943,,beef sticks,fc_1943,,,beef sticks,fc_1943,,,kansas city,fc_2233,,,,,,
bella famiglia,fc_1944,,bella famiglia,fc_1944,,,bella famiglia,fc_1944,,,kettle potato,fc_2234,,,,,,
boneless chicken,fc_1945,,boneless chicken,fc_1945,,,boneless chicken,fc_1945,,,lehi valley,fc_2235,,,,,,
boneless ham,fc_1946,,boneless ham,fc_1946,,,boneless ham,fc_1946,,,luigi vitelli,fc_2236,,,,,,
bread food,fc_1947,,bread food,fc_1947,,,bread food,fc_1947,,,mango habanero,fc_2237,,,,,,
breakfast biscuit,fc_1948,,breakfast biscuit,fc_1948,,,breakfast biscuit,fc_1948,,,mini bagels,fc_2238,,,,,,
burger buns,fc_1949,,burger buns,fc_1949,,,burger buns,fc_1949,,,mix fresh,fc_2239,,,,,,
buttermilk ranch,fc_1950,,buttermilk ranch,fc_1950,,,buttermilk ranch,fc_1950,,,mix honey,fc_2240,,,,,,
calorie free,fc_1951,,calorie free,fc_1951,,,calorie free,fc_1951,,,mix kroger,fc_2241,,,,,,
caramel sauce,fc_1952,,caramel sauce,fc_1952,,,caramel sauce,fc_1952,,,natural juice,fc_2243,,,,,,
cheese alternative,fc_1953,,cheese alternative,fc_1953,,,cheese alternative,fc_1953,,,north star,fc_2244,,,,,,
cheese snacks,fc_1954,,cheese snacks,fc_1954,,,cheese snacks,fc_1954,,,nutri-grain cereal,fc_2245,,,,,,
cheese straws,fc_1955,,cheese straws,fc_1955,,,cheese straws,fc_1955,,,oil roasted,fc_2246,,,,,,
cheese white,fc_1956,,cheese white,fc_1956,,,cheese white,fc_1956,,,organic bakery,fc_2247,,,,,,
chicken caesar,fc_1957,,chicken caesar,fc_1957,,,chicken caesar,fc_1957,,,organic crunchy,fc_2248,,,,,,
chili peppers,fc_1958,,chili peppers,fc_1958,,,chili peppers,fc_1958,,,organic greek,fc_2249,,,,,,
chipotle sauce,fc_1959,,chipotle sauce,fc_1959,,,chipotle sauce,fc_1959,,,organic mango,fc_2250,,,,,,
chocolate cupcakes,fc_1960,,chocolate cupcakes,fc_1960,,,chocolate cupcakes,fc_1960,,,organic pear,fc_2251,,,,,,
chocolate dark,fc_1961,,chocolate dark,fc_1961,,,chocolate dark,fc_1961,,,organic super,fc_2252,,,,,,
chocolate nut,fc_1962,,chocolate nut,fc_1962,,,chocolate nut,fc_1962,,,original bbq,fc_2253,,,,,,
chocolate swirl,fc_1963,,chocolate swirl,fc_1963,,,chocolate swirl,fc_1963,,,oven ready,fc_2254,,,,,,
chopped walnuts,fc_1964,,chopped walnuts,fc_1964,,,chopped walnuts,fc_1964,,,paper carton,fc_2255,,,,,,
chwy bars,fc_1965,,chwy bars,fc_1965,,,chwy bars,fc_1965,,,parmigiano reggiano,fc_2256,,,,,,
classic chicken,fc_1966,,classic chicken,fc_1966,,,classic chicken,fc_1966,,,partially hydrogenated,fc_2257,,,,,,
cookie icing,fc_1967,,cookie icing,fc_1967,,,cookie icing,fc_1967,,,pasta shells,fc_2258,,,,,,
cracked black,fc_1968,,cracked black,fc_1968,,,cracked black,fc_1968,,,pecan shortbread,fc_2259,,,,,,
cracker cut,fc_1969,,cracker cut,fc_1969,,,cracker cut,fc_1969,,,performance energy,fc_2260,,,,,,
cream cones,fc_1970,,cream cones,fc_1970,,,cream cones,fc_1970,,,picante sauce,fc_2261,,,,,,
creamy frosting,fc_1971,,creamy frosting,fc_1971,,,creamy frosting,fc_1971,,,pitted california,fc_2262,,,,,,
creamy ranch,fc_1972,,creamy ranch,fc_1972,,,creamy ranch,fc_1972,,,pomegranate juice,fc_2263,,,,,,
crunchy candy,fc_1973,,crunchy candy,fc_1973,,,crunchy candy,fc_1973,,,pork cracklins,fc_2264,,,,,,
double rainbow,fc_1974,,double rainbow,fc_1974,,,double rainbow,fc_1974,,,premium orange,fc_2265,,,,,,
dried plums,fc_1975,,dried plums,fc_1975,,,dried plums,fc_1975,,,premium whole,fc_2266,,,,,,
dry milk,fc_1976,,dry milk,fc_1976,,,dry milk,fc_1976,,,real milk,fc_2268,,,,,,
dubble bubble,fc_1977,,dubble bubble,fc_1977,,,dubble bubble,fc_1977,,,reconstituted infant,fc_2269,,,,,,
eye roast,fc_1978,,eye roast,fc_1978,,,eye roast,fc_1978,,,rice chips,fc_2271,,,,,,
fava beans,fc_1979,,fava beans,fc_1979,,,fava beans,fc_1979,,,rice snack,fc_2272,,,,,,
finding dory,fc_1980,,finding dory,fc_1980,,,finding dory,fc_1980,,,royal snacks,fc_2273,,,,,,
fine chocolates,fc_1981,,fine chocolates,fc_1981,,,fine chocolates,fc_1981,,,salmon fillet,fc_2274,,,,,,
flat half,fc_1982,,flat half,fc_1982,,,flat half,fc_1982,,,sauce asian,fc_2275,,,,,,
free range,fc_1983,,free range,fc_1983,,,free range,fc_1983,,,seasoned coating,fc_2276,,,,,,
gourmet hot,fc_1984,,gourmet hot,fc_1984,,,gourmet hot,fc_1984,,,seed kernels,fc_2277,,,,,,
granny smith,fc_1985,,granny smith,fc_1985,,,granny smith,fc_1985,,,shoulder clod,fc_2278,,,,,,
grapeseed oil,fc_1986,,grapeseed oil,fc_1986,,,grapeseed oil,fc_1986,,,simply nature,fc_2279,,,,,,
honey turkey,fc_1987,,honey turkey,fc_1987,,,honey turkey,fc_1987,,,single serve,fc_2280,,,,,,
jack link,fc_1988,,jack link,fc_1988,,,jack link,fc_1988,,,sliced ham,fc_2281,,,,,,
kung pao,fc_1989,,kung pao,fc_1989,,,kung pao,fc_1989,,,soft pretzel,fc_2283,,,,,,
light butter,fc_1990,,light butter,fc_1990,,,light butter,fc_1990,,,soup chckn,fc_2284,,,,,,
low-fat greek,fc_1991,,low-fat greek,fc_1991,,,low-fat greek,fc_1991,,,sour gummy,fc_2285,,,,,,
macaroni salad,fc_1992,,macaroni salad,fc_1992,,,macaroni salad,fc_1992,,,sour sauce,fc_2286,,,,,,
marinade mix,fc_1993,,marinade mix,fc_1993,,,marinade mix,fc_1993,,,strawberry flavored,fc_2289,,,,,,
mild italian,fc_1994,,mild italian,fc_1994,,,mild italian,fc_1994,,,strawberry shortcake,fc_2290,,,,,,
minced garlic,fc_1995,,minced garlic,fc_1995,,,minced garlic,fc_1995,,,style mustard,fc_2291,,,,,,
mini-wheats cereal,fc_1996,,mini-wheats cereal,fc_1996,,,mini-wheats cereal,fc_1996,,,style soup,fc_2292,,,,,,
mix dark,fc_1997,,mix dark,fc_1997,,,mix dark,fc_1997,,,style vegetables,fc_2293,,,,,,
movie theater,fc_1998,,movie theater,fc_1998,,,movie theater,fc_1998,,,sweet bbq,fc_2294,,,,,,
natural casing,fc_1999,,natural casing,fc_1999,,,natural casing,fc_1999,,,sweetened cereal,fc_2297,,,,,,
nut blend,fc_2000,,nut blend,fc_2000,,,nut blend,fc_2000,,,tea latte,fc_2298,,,,,,
orchard valley,fc_2001,,orchard valley,fc_2001,,,orchard valley,fc_2001,,,teriyaki chicken,fc_2299,,,,,,
organic corn,fc_2002,,organic corn,fc_2002,,,organic corn,fc_2002,,,toffee peanuts,fc_2300,,,,,,
organic prairie,fc_2003,,organic prairie,fc_2003,,,organic prairie,fc_2003,,,tortilla soup,fc_2301,,,,,,
organic wheat,fc_2004,,organic wheat,fc_2004,,,organic wheat,fc_2004,,,traditional hummus,fc_2303,,,,,,
panko bread,fc_2005,,panko bread,fc_2005,,,panko bread,fc_2005,,,tropical punch,fc_2304,,,,,,
philadelphia cream,fc_2006,,philadelphia cream,fc_2006,,,philadelphia cream,fc_2006,,,truffles lindt,fc_2305,,,,,,
pigeon peas,fc_2007,,pigeon peas,fc_2007,,,pigeon peas,fc_2007,,,turkey meatballs,fc_2306,,,,,,
plate steak,fc_2008,,plate steak,fc_2008,,,plate steak,fc_2008,,,valley trading,fc_2308,,,,,,
plsbry grands,fc_2009,,plsbry grands,fc_2009,,,plsbry grands,fc_2009,,,vegetable pasta,fc_2309,,,,,,
potato gnocchi,fc_2010,,potato gnocchi,fc_2010,,,potato gnocchi,fc_2010,,,vodka sauce,fc_2310,,,,,,
premium chicken,fc_2011,,premium chicken,fc_2011,,,premium chicken,fc_2011,,,walnut halves,fc_2312,,,,,,
premium dark,fc_2012,,premium dark,fc_2012,,,premium dark,fc_2012,,,wheat tortillas,fc_2313,,,,,,
premium popcorn,fc_2013,,premium popcorn,fc_2013,,,premium popcorn,fc_2013,,,white cake,fc_2314,,,,,,
pure fruit,fc_2014,,pure fruit,fc_2014,,,pure fruit,fc_2014,,,worms candy,fc_2315,,,,,,
purpose flour,fc_2015,,purpose flour,fc_2015,,,purpose flour,fc_2015,,,aged white,fc_2318,,,,,,
quaker instant,fc_2016,,quaker instant,fc_2016,,,quaker instant,fc_2016,,,almond bar,fc_2319,,,,,,
roasted sesame,fc_2017,,roasted sesame,fc_2017,,,roasted sesame,fc_2017,,,almond coconut,fc_2320,,,,,,
rolls organic,fc_2018,,rolls organic,fc_2018,,,rolls organic,fc_2018,,,almonds roasted,fc_2321,,,,,,
salad organic,fc_2019,,salad organic,fc_2019,,,salad organic,fc_2019,,,amazonas rainforest,fc_2322,,,,,,
salsa con,fc_2020,,salsa con,fc_2020,,,salsa con,fc_2020,,,bagel chips,fc_2323,,,,,,
salted pumpkin,fc_2021,,salted pumpkin,fc_2021,,,salted pumpkin,fc_2021,,,bakery baked,fc_2324,,,,,,
salted whole,fc_2022,,salted whole,fc_2022,,,salted whole,fc_2022,,,bertolli chicken,fc_2326,,,,,,
sandwich buns,fc_2023,,sandwich buns,fc_2023,,,sandwich buns,fc_2023,,,beverage organic,fc_2327,,,,,,
sauce harris,fc_2024,,sauce harris,fc_2024,,,sauce harris,fc_2024,,,biscuit sticks,fc_2328,,,,,,
shredded sharp,fc_2025,,shredded sharp,fc_2025,,,shredded sharp,fc_2025,,,blended greek,fc_2329,,,,,,
sirloin steak,fc_2026,,sirloin steak,fc_2026,,,sirloin steak,fc_2026,,,blueberry pomegranate,fc_2330,,,,,,
soup chicken,fc_2027,,soup chicken,fc_2027,,,soup chicken,fc_2027,,,breakfast sandwiches,fc_2331,,,,,,
spanish peanuts,fc_2028,,spanish peanuts,fc_2028,,,spanish peanuts,fc_2028,,,bridge mix,fc_2332,,,,,,
spicy brown,fc_2029,,spicy brown,fc_2029,,,spicy brown,fc_2029,,,brown mustard,fc_2333,,,,,,
spinach artichoke,fc_2030,,spinach artichoke,fc_2030,,,spinach artichoke,fc_2030,,,butter beans,fc_2334,,,,,,
"stella ""doro""",fc_2031,,"stella ""doro""",fc_2031,,,"stella ""doro""",fc_2031,,,butter fudge,fc_2335,,,,,,
style cookies,fc_2032,,style cookies,fc_2032,,,style cookies,fc_2032,,,caramel ice,fc_2336,,,,,,
style diced,fc_2033,,style diced,fc_2033,,,style diced,fc_2033,,,cheese american,fc_2337,,,,,,
sweet bread,fc_2034,,sweet bread,fc_2034,,,sweet bread,fc_2034,,,cheese fresh,fc_2338,,,,,,
three meat,fc_2035,,three meat,fc_2035,,,three meat,fc_2035,,,cheese roundy,fc_2339,,,,,,
tootsie roll,fc_2036,,tootsie roll,fc_2036,,,tootsie roll,fc_2036,,,cheese western,fc_2340,,,,,,
tropical blend,fc_2037,,tropical blend,fc_2037,,,tropical blend,fc_2037,,,chicken egg,fc_2341,,,,,,
truffle bar,fc_2038,,truffle bar,fc_2038,,,truffle bar,fc_2038,,,chicken franks,fc_2342,,,,,,
tuna steak,fc_2039,,tuna steak,fc_2039,,,tuna steak,fc_2039,,,chipotle ranch,fc_2343,,,,,,
valley harvest,fc_2040,,valley harvest,fc_2040,,,valley harvest,fc_2040,,,chipotle salsa,fc_2344,,,,,,
veggie dip,fc_2041,,veggie dip,fc_2041,,,veggie dip,fc_2041,,,chocolate double,fc_2345,,,,,,
wallaby organic,fc_2042,,wallaby organic,fc_2042,,,wallaby organic,fc_2042,,,chocolate marshmallow,fc_2346,,,,,,
whl mlk,fc_2043,,whl mlk,fc_2043,,,whl mlk,fc_2043,,,chocolate palmer,fc_2347,,,,,,
yellow curry,fc_2044,,yellow curry,fc_2044,,,yellow curry,fc_2044,,,complete pancake,fc_2348,,,,,,
yogurt mousse,fc_2045,,yogurt mousse,fc_2045,,,yogurt mousse,fc_2045,,,cookies oatmeal,fc_2349,,,,,,
yoplait grk,fc_2046,,yoplait grk,fc_2046,,,yoplait grk,fc_2046,,,cookies original,fc_2350,,,,,,
almond toffee,fc_2047,,almond toffee,fc_2047,,,almond toffee,fc_2047,,,country gravy,fc_2352,,,,,,
apple chips,fc_2048,,apple chips,fc_2048,,,apple chips,fc_2048,,,cranberry nut,fc_2353,,,,,,
arrowhead mills,fc_2049,,arrowhead mills,fc_2049,,,arrowhead mills,fc_2049,,,cranberry walnut,fc_2354,,,,,,
baby carrots,fc_2050,,baby carrots,fc_2050,,,baby carrots,fc_2050,,,creamy caramel,fc_2355,,,,,,
baby clams,fc_2051,,baby clams,fc_2051,,,baby clams,fc_2051,,,creamy cheddar,fc_2356,,,,,,
baby corn,fc_2052,,baby corn,fc_2052,,,baby corn,fc_2052,,,crispy marshmallow,fc_2357,,,,,,
baked corn,fc_2053,,baked corn,fc_2053,,,baked corn,fc_2053,,,crunchy pretzel,fc_2358,,,,,,
banana cream,fc_2054,,banana cream,fc_2054,,,banana cream,fc_2054,,,dessert topping,fc_2359,,,,,,
banana split,fc_2055,,banana split,fc_2055,,,banana split,fc_2055,,,dominion peanut,fc_2360,,,,,,
bean sauce,fc_2056,,bean sauce,fc_2056,,,bean sauce,fc_2056,,,earl grey,fc_2361,,,,,,
belgian waffles,fc_2057,,belgian waffles,fc_2057,,,belgian waffles,fc_2057,,,filled mini,fc_2362,,,,,,
berry medley,fc_2058,,berry medley,fc_2058,,,berry medley,fc_2058,,,flake cereal,fc_2363,,,,,,
berry mix,fc_2059,,berry mix,fc_2059,,,berry mix,fc_2059,,,flavored coating,fc_2364,,,,,,
biscuit mix,fc_2060,,biscuit mix,fc_2060,,,biscuit mix,fc_2060,,,flavored sauce,fc_2365,,,,,,
