benifits,benefits,general,,,,,,
bergamont,bergamot,general,,,,,,
Bernouilli,Bernoulli,general,,,,,,
beseige,besiege,general,,,,,,
beseiged,besieged,general,,,,,,
beseiging,besieging,general,,,,,,
beteen,between,general,,,,,,
betwen,between,general,,,,,,
beween,between,general,,,,,,
bewteen,between,general,,,,,,
bigining,beginning,general,,,,,,
biginning,beginning,general,,,,,,
bilateraly,bilaterally,general,,,,,,
billingualism,bilingualism,general,,,,,,
binominal,binomial,general,,,,,,
bizzare,bizarre,general,,,,,,
blaim,blame,general,,,,,,
blaimed,blamed,general,,,,,,
blessure,blessing,general,,,,,,
Blitzkreig,Blitzkrieg,general,,,,,,
boaut,"bout, boat, about",general,,,,,,
bodydbuilder,bodybuilder,general,,,,,,
bombardement,bombardment,general,,,,,,
bombarment,bombardment,general,,,,,,
bondary,boundary,general,,,,,,
Bonnano,Bonanno,general,,,,,,
boook,book,general,,,,,,
borke,broke,general,,,,,,
boundry,boundary,general,,,,,,
bouyancy,buoyancy,general,,,,,,
bouyant,buoyant,general,,,,,,
boyant,buoyant,general,,,,,,
bradcast,broadcast,general,,,,,,
Brasillian,Brazilian,general,,,,,,
breakthough,breakthrough,general,,,,,,
breakthroughts,breakthroughs,general,,,,,,
breif,brief,general,,,,,,
breifly,briefly,general,,,,,,
brethen,brethren,general,,,,,,
bretheren,brethren,general,,,,,,
briliant,brilliant,general,,,,,,
brillant,brilliant,general,,,,,,
brimestone,brimstone,general,,,,,,
Britian,Britain,general,,,,,,
Brittish,British,general,,,,,,
broacasted,broadcast,general,,,,,,
broadacasting,broadcasting,general,,,,,,
broady,broadly,general,,,,,,
Buddah,Buddha,general,,,,,,
Buddist,Buddhist,general,,,,,,
buisness,business,general,,,,,,
buisnessman,businessman,general,,,,,,
buoancy,buoyancy,general,,,,,,
buring,"burying, burning, burin, during",general,,,,,,
burried,buried,general,,,,,,
busines,business,general,,,,,,
busineses,"business, businesses",general,,,,,,
busness,business,general,,,,,,
bussiness,business,general,,,,,,
caculater,calculator,general,,,,,,
cacuses,caucuses,general,,,,,,
cahracters,characters,general,,,,,,
calaber,caliber,general,,,,,,
calander,"calendar, calender, colander",general,,,,,,
calculater,calculator,general,,,,,,
calculs,calculus,general,,,,,,
calenders,calendars,general,,,,,,
caligraphy,calligraphy,general,,,,,,
caluclate,calculate,general,,,,,,
caluclated,calculated,general,,,,,,
caluculate,calculate,general,,,,,,
caluculated,calculated,general,,,,,,
calulate,calculate,general,,,,,,
calulated,calculated,general,,,,,,
calulater,calculator,general,,,,,,
Cambrige,Cambridge,general,,,,,,
camoflage,camouflage,general,,,,,,
campagin,campaign,general,,,,,,
campain,campaign,general,,,,,,
campains,campaigns,general,,,,,,
candadate,candidate,general,,,,,,
candiate,candidate,general,,,,,,
candidiate,candidate,general,,,,,,
cannister,canister,general,,,,,,
cannisters,canisters,general,,,,,,
cannnot,cannot,general,,,,,,
cannonical,canonical,general,,,,,,
cannotation,connotation,general,,,,,,
cannotations,connotations,general,,,,,,
caost,coast,general,,,,,,
caperbility,capability,general,,,,,,
Capetown,Cape Town,general,,,,,,
capible,capable,general,,,,,,
captial,capital,general,,,,,,
captued,captured,general,,,,,,
capturd,captured,general,,,,,,
carachter,character,general,,,,,,
caracterized,characterized,general,,,,,,
carcas,"carcass, Caracas",general,,,,,,
carefull,careful,general,,,,,,
careing,caring,general,,,,,,
carismatic,charismatic,general,,,,,,
Carmalite,Carmelite,general,,,,,,
Carnagie,Carnegie,general,,,,,,
Carnagie-Mellon,Carnegie-Mellon,general,,,,,,
carnege,"carnage, Carnegie",general,,,,,,
carnige,"carnage, Carnegie",general,,,,,,
Carnigie,Carnegie,general,,,,,,
Carnigie-Mellon,Carnegie-Mellon,general,,,,,,
carreer,career,general,,,,,,
carrers,careers,general,,,,,,
Carribbean,Caribbean,general,,,,,,
Carribean,Caribbean,general,,,,,,
carryng,carrying,general,,,,,,
cartdridge,cartridge,general,,,,,,
Carthagian,Carthaginian,general,,,,,,
carthographer,cartographer,general,,,,,,
cartilege,cartilage,general,,,,,,
cartilidge,cartilage,general,,,,,,
cartrige,cartridge,general,,,,,,
casette,cassette,general,,,,,,
casion,caisson,general,,,,,,
cassawory,cassowary,general,,,,,,
cassowarry,cassowary,general,,,,,,
casue,cause,general,,,,,,
casued,caused,general,,,,,,
casues,causes,general,,,,,,
casuing,causing,general,,,,,,
casulaties,casualties,general,,,,,,
casulaty,casualty,general,,,,,,
catagories,categories,general,,,,,,
catagorized,categorized,general,,,,,,
catagory,category,general,,,,,,
Cataline,"Catiline, Catalina",general,,,,,,
catapillar,caterpillar,general,,,,,,
catapillars,caterpillars,general,,,,,,
catapiller,caterpillar,general,,,,,,
catapillers,caterpillars,general,,,,,,
catepillar,caterpillar,general,,,,,,
catepillars,caterpillars,general,,,,,,
catergorize,categorize,general,,,,,,
catergorized,categorized,general,,,,,,
caterpilar,caterpillar,general,,,,,,
caterpilars,caterpillars,general,,,,,,
caterpiller,caterpillar,general,,,,,,
caterpillers,caterpillars,general,,,,,,
cathlic,catholic,general,,,,,,
catholocism,catholicism,general,,,,,,
catterpilar,caterpillar,general,,,,,,
catterpilars,caterpillars,general,,,,,,
catterpillar,caterpillar,general,,,,,,
catterpillars,caterpillars,general,,,,,,
cattleship,battleship,general,,,,,,
causalities,casualties,general,,,,,,
Ceasar,Caesar,general,,,,,,
Celcius,Celsius,general,,,,,,
cellpading,cellpadding,general,,,,,,
cementary,cemetery,general,,,,,,
cemetarey,cemetery,general,,,,,,
cemetaries,cemeteries,general,,,,,,
cemetary,cemetery,general,,,,,,
cencus,census,general,,,,,,
censur,"censor, censure",general,,,,,,
cententenial,centennial,general,,,,,,
centruies,centuries,general,,,,,,
centruy,century,general,,,,,,
centuties,centuries,general,,,,,,
centuty,century,general,,,,,,
ceratin,"certain, keratin",general,,,,,,
cerimonial,ceremonial,general,,,,,,
cerimonies,ceremonies,general,,,,,,
cerimonious,ceremonious,general,,,,,,
cerimony,ceremony,general,,,,,,
ceromony,ceremony,general,,,,,,
certainity,certainty,general,,,,,,
certian,certain,general,,,,,,
cervial,"cervical, servile, serval",general,,,,,,
chalenging,challenging,general,,,,,,
challange,challenge,general,,,,,,
challanged,challenged,general,,,,,,
challege,challenge,general,,,,,,
Champange,Champagne,general,,,,,,
changable,changeable,general,,,,,,
charachter,character,general,,,,,,
charachters,characters,general,,,,,,
charactersistic,characteristic,general,,,,,,
charactor,character,general,,,,,,
charactors,characters,general,,,,,,
charasmatic,charismatic,general,,,,,,
charaterized,characterized,general,,,,,,
chariman,chairman,general,,,,,,
charistics,characteristics,general,,,,,,
chasr,"chaser, chase",general,,,,,,
cheif,chief,general,,,,,,
cheifs,chiefs,general,,,,,,
chemcial,chemical,general,,,,,,
chemcially,chemically,general,,,,,,
chemestry,chemistry,general,,,,,,
chemicaly,chemically,general,,,,,,
childbird,childbirth,general,,,,,,
childen,children,general,,,,,,
choclate,chocolate,general,,,,,,
choosen,chosen,general,,,,,,
chracter,character,general,,,,,,
chuch,church,general,,,,,,
churchs,churches,general,,,,,,
Cincinatti,Cincinnati,general,,,,,,
Cincinnatti,Cincinnati,general,,,,,,
circulaton,circulation,general,,,,,,
circumsicion,circumcision,general,,,,,,
circut,circuit,general,,,,,,
ciricuit,circuit,general,,,,,,
ciriculum,curriculum,general,,,,,,
civillian,civilian,general,,,,,,
claer,clear,general,,,,,,
claerer,clearer,general,,,,,,
claerly,clearly,general,,,,,,
claimes,claims,general,,,,,,
clas,class,general,,,,,,
clasic,classic,general,,,,,,
clasical,classical,general,,,,,,
clasically,classically,general,,,,,,
cleareance,clearance,general,,,,,,
clera,"clear, sclera",general,,,,,,
clincial,clinical,general,,,,,,
clinicaly,clinically,general,,,,,,
cmo,com,general,,,,,,
cmoputer,computer,general,,,,,,
Coca Cola,Coca-Cola,general,,,,,,
coctail,cocktail,general,,,,,,
coform,conform,general,,,,,,
cognizent,cognizant,general,,,,,,
coincedentally,coincidentally,general,,,,,,
co-incided,coincided,general,,,,,,
colaborations,collaborations,general,,,,,,
colateral,collateral,general,,,,,,
colelctive,collective,general,,,,,,
collaberative,collaborative,general,,,,,,
collecton,collection,general,,,,,,
collegue,colleague,general,,,,,,
collegues,colleagues,general,,,,,,
collonade,colonnade,general,,,,,,
collonies,colonies,general,,,,,,
collony,colony,general,,,,,,
collosal,colossal,general,,,,,,
colonizators,colonizers,general,,,,,,
comander,"commander, commandeer",general,,,,,,
comando,commando,general,,,,,,
comandos,commandos,general,,,,,,
comany,company,general,,,,,,
comapany,company,general,,,,,,
comback,comeback,general,,,,,,
combanations,combinations,general,,,,,,
combinatins,combinations,general,,,,,,
combusion,combustion,general,,,,,,
comdemnation,condemnation,general,,,,,,
comemmorates,commemorates,general,,,,,,
comemoretion,commemoration,general,,,,,,
comision,commission,general,,,,,,
comisioned,commissioned,general,,,,,,
comisioner,commissioner,general,,,,,,
comisioning,commissioning,general,,,,,,
comisions,commissions,general,,,,,,
comission,commission,general,,,,,,
comissioned,commissioned,general,,,,,,
comissioner,commissioner,general,,,,,,
comissioning,commissioning,general,,,,,,
comissions,commissions,general,,,,,,
comited,committed,general,,,,,,
comiting,committing,general,,,,,,
comitted,committed,general,,,,,,
comittee,committee,general,,,,,,
comitting,committing,general,,,,,,
commandoes,commandos,general,,,,,,
commedic,comedic,general,,,,,,
commemerative,commemorative,general,,,,,,
commemmorate,commemorate,general,,,,,,
commemmorating,commemorating,general,,,,,,
commerical,commercial,general,,,,,,
commerically,commercially,general,,,,,,
commericial,commercial,general,,,,,,
commericially,commercially,general,,,,,,
commerorative,commemorative,general,,,,,,
comming,coming,general,,,,,,
comminication,communication,general,,,,,,
commision,commission,general,,,,,,
commisioned,commissioned,general,,,,,,
commisioner,commissioner,general,,,,,,
commisioning,commissioning,general,,,,,,
commisions,commissions,general,,,,,,
commited,committed,general,,,,,,
commitee,committee,general,,,,,,
commiting,committing,general,,,,,,
committe,committee,general,,,,,,
committment,commitment,general,,,,,,
committments,commitments,general,,,,,,
commmemorated,commemorated,general,,,,,,
commongly,commonly,general,,,,,,
commonweath,commonwealth,general,,,,,,
commuications,communications,general,,,,,,
commuinications,communications,general,,,,,,
communciation,communication,general,,,,,,
communiation,communication,general,,,,,,
communites,communities,general,,,,,,
compability,compatibility,general,,,,,,
comparision,comparison,general,,,,,,
comparisions,comparisons,general,,,,,,
comparitive,comparative,general,,,,,,
comparitively,comparatively,general,,,,,,
compatabilities,compatibilities,general,,,,,,
compatability,compatibility,general,,,,,,
compatable,compatible,general,,,,,,
compatablities,compatibilities,general,,,,,,
compatablity,compatibility,general,,,,,,
compatiable,compatible,general,,,,,,
compatiblities,compatibilities,general,,,,,,
compatiblity,compatibility,general,,,,,,
compeitions,competitions,general,,,,,,
compensantion,compensation,general,,,,,,
competance,competence,general,,,,,,
competant,competent,general,,,,,,
competative,competitive,general,,,,,,
competion,"competition, completion",general,,,,,,
competitiion,competition,general,,,,,,
competive,competitive,general,,,,,,
competiveness,competitiveness,general,,,,,,
comphrehensive,comprehensive,general,,,,,,
compitent,competent,general,,,,,,
completedthe,completed the,general,,,,,,
completelyl,completely,general,,,,,,
completetion,completion,general,,,,,,
complier,compiler,general,,,,,,
componant,component,general,,,,,,
comprable,comparable,general,,,,,,
comprimise,compromise,general,,,,,,
compulsary,compulsory,general,,,,,,
compulsery,compulsory,general,,,,,,
computarized,computerized,general,,,,,,
concensus,consensus,general,,,,,,
concider,consider,general,,,,,,
concidered,considered,general,,,,,,
concidering,considering,general,,,,,,
conciders,considers,general,,,,,,
concieted,conceited,general,,,,,,
concieved,conceived,general,,,,,,
concious,conscious,general,,,,,,
conciously,consciously,general,,,,,,
conciousness,consciousness,general,,,,,,
condamned,condemned,general,,,,,,
condemmed,condemned,general,,,,,,
condidtion,condition,general,,,,,,
condidtions,conditions,general,,,,,,
conditionsof,conditions of,general,,,,,,
conected,connected,general,,,,,,
conection,connection,general,,,,,,
conesencus,consensus,general,,,,,,
confidental,confidential,general,,,,,,
confidentally,confidentially,general,,,,,,
confids,confides,general,,,,,,
configureable,configurable,general,,,,,,
confortable,comfortable,general,,,,,,
congradulations,congratulations,general,,,,,,
congresional,congressional,general,,,,,,
conived,connived,general,,,,,,
conjecutre,conjecture,general,,,,,,
conjuction,conjunction,general,,,,,,
Conneticut,Connecticut,general,,,,,,
conotations,connotations,general,,,,,,
conquerd,conquered,general,,,,,,
conquerer,conqueror,general,,,,,,
conquerers,conquerors,general,,,,,,
conqured,conquered,general,,,,,,
conscent,consent,general,,,,,,
consciouness,consciousness,general,,,,,,
consdider,consider,general,,,,,,
consdidered,considered,general,,,,,,
consdiered,considered,general,,,,,,
consectutive,consecutive,general,,,,,,
consenquently,consequently,general,,,,,,
consentrate,concentrate,general,,,,,,
consentrated,concentrated,general,,,,,,
consentrates,concentrates,general,,,,,,
consept,concept,general,,,,,,
consequentually,consequently,general,,,,,,
consequeseces,consequences,general,,,,,,
consern,concern,general,,,,,,
conserned,concerned,general,,,,,,
conserning,concerning,general,,,,,,
conservitive,conservative,general,,,,,,
consiciousness,consciousness,general,,,,,,
consicousness,consciousness,general,,,,,,
considerd,considered,general,,,,,,
consideres,considered,general,,,,,,
consious,conscious,general,,,,,,
consistant,consistent,general,,,,,,
consistantly,consistently,general,,,,,,
consituencies,constituencies,general,,,,,,
consituency,constituency,general,,,,,,
consituted,constituted,general,,,,,,
consitution,constitution,general,,,,,,
consitutional,constitutional,general,,,,,,
consolodate,consolidate,general,,,,,,
consolodated,consolidated,general,,,,,,
consonent,consonant,general,,,,,,
consonents,consonants,general,,,,,,
consorcium,consortium,general,,,,,,
conspiracys,conspiracies,general,,,,,,
conspiriator,conspirator,general,,,,,,
constaints,constraints,general,,,,,,
constanly,constantly,general,,,,,,
constarnation,consternation,general,,,,,,
constatn,constant,general,,,,,,
constinually,continually,general,,,,,,
constituant,constituent,general,,,,,,
constituants,constituents,general,,,,,,
constituion,constitution,general,,,,,,
constituional,constitutional,general,,,,,,
consttruction,construction,general,,,,,,
constuction,construction,general,,,,,,
consulant,consultant,general,,,,,,
consumate,consummate,general,,,,,,
consumated,consummated,general,,,,,,
contaiminate,contaminate,general,,,,,,
containes,contains,general,,,,,,
contamporaries,contemporaries,general,,,,,,
contamporary,contemporary,general,,,,,,
contempoary,contemporary,general,,,,,,
contemporaneus,contemporaneous,general,,,,,,
contempory,contemporary,general,,,,,,
contendor,contender,general,,,,,,
contian,contain,general,,,,,,
contians,contains,general,,,,,,
contibute,contribute,general,,,,,,
contibuted,contributed,general,,,,,,
contibutes,contributes,general,,,,,,
contigent,contingent,general,,,,,,
contined,continued,general,,,,,,
continential,continental,general,,,,,,
continous,continuous,general,,,,,,
continously,continuously,general,,,,,,
continueing,continuing,general,,,,,,
contravercial,controversial,general,,,,,,
contraversy,controversy,general,,,,,,
contributer,contributor,general,,,,,,
contributers,contributors,general,,,,,,
contritutions,contributions,general,,,,,,
controled,controlled,general,,,,,,
controling,controlling,general,,,,,,
controll,control,general,,,,,,
controlls,controls,general,,,,,,
controvercial,controversial,general,,,,,,
controvercy,controversy,general,,,,,,
controveries,controversies,general,,,,,,
controversal,controversial,general,,,,,,
controversey,controversy,general,,,,,,
controvertial,controversial,general,,,,,,
controvery,controversy,general,,,,,,
contruction,construction,general,,,,,,
contstruction,construction,general,,,,,,
conveinent,convenient,general,,,,,,
convenant,covenant,general,,,,,,
convential,conventional,general,,,,,,
convertables,convertibles,general,,,,,,
convertion,conversion,general,,,,,,
conviced,convinced,general,,,,,,
convienient,convenient,general,,,,,,
coordiantion,coordination,general,,,,,,
coorperation,"cooperation, corporation",general,,,,,,
coorperations,corporations,general,,,,,,
copmetitors,competitors,general,,,,,,
coputer,computer,general,,,,,,
copywrite,copyright,general,,,,,,
coridal,cordial,general,,,,,,
cornmitted,committed,general,,,,,,
corosion,corrosion,general,,,,,,
corparate,corporate,general,,,,,,
corperations,corporations,general,,,,,,
correcters,correctors,general,,,,,,
correponding,corresponding,general,,,,,,
correposding,corresponding,general,,,,,,
correspondant,correspondent,general,,,,,,
correspondants,correspondents,general,,,,,,
corridoors,corridors,general,,,,,,
corrispond,correspond,general,,,,,,
corrispondant,correspondent,general,,,,,,
corrispondants,correspondents,general,,,,,,
corrisponded,corresponded,general,,,,,,
corrisponding,corresponding,general,,,,,,
corrisponds,corresponds,general,,,,,,
costitution,constitution,general,,,,,,
coucil,council,general,,,,,,
coudl,"could, cloud",general,,,,,,
councellor,"councillor, counselor, councilor",general,,,,,,
councellors,"councillors, counselors, councilors",general,,,,,,
counries,countries,general,,,,,,
countains,contains,general,,,,,,
countires,countries,general,,,,,,
countrie's,"countries, countries', country's",general,,,,,,
coururier,"courier, couturier",general,,,,,,
coverted,"converted, covered, coveted",general,,,,,,
cpoy,"coy, copy",general,,,,,,
creaeted,created,general,,,,,,
creche,crèche,general,,,,,,
creedence,credence,general,,,,,,
critereon,criterion,general,,,,,,
criterias,criteria,general,,,,,,
criticists,critics,general,,,,,,
critising,"criticising, criticizing",general,,,,,,
critisising,criticising,general,,,,,,
critisism,criticism,general,,,,,,
critisisms,criticisms,general,,,,,,
critisize,"criticise, criticize",general,,,,,,
critisized,"criticised, criticized",general,,,,,,
critisizes,"criticises, criticizes",general,,,,,,
critisizing,"criticising, criticizing",general,,,,,,
critized,criticized,general,,,,,,
critizing,criticizing,general,,,,,,
crockodiles,crocodiles,general,,,,,,
crowm,crown,general,,,,,,
crtical,critical,general,,,,,,
crticised,criticised,general,,,,,,
crucifiction,crucifixion,general,,,,,,
crusies,cruises,general,,,,,,
crutial,crucial,general,,,,,,
crystalisation,crystallisation,general,,,,,,
culiminating,culminating,general,,,,,,
cumulatative,cumulative,general,,,,,,
curch,church,general,,,,,,
curcuit,circuit,general,,,,,,
currenly,currently,general,,,,,,
curriculem,curriculum,general,,,,,,
cxan,cyan,general,,,,,,
cyclinder,cylinder,general,,,,,,
dacquiri,daiquiri,general,,,,,,
daed,dead,general,,,,,,
dael,"deal, dial, dahl",general,,,,,,
dalmation,dalmatian,general,,,,,,
damenor,demeanor,general,,,,,,
dammage,damage,general,,,,,,
Dardenelles,Dardanelles,general,,,,,,
daugher,daughter,general,,,,,,
debateable,debatable,general,,,,,,
decendant,descendant,general,,,,,,
decendants,descendants,general,,,,,,
decendent,descendant,general,,,,,,
decendents,descendants,general,,,,,,
decideable,decidable,general,,,,,,
decidely,decidedly,general,,,,,,
decieved,deceived,general,,,,,,
decison,decision,general,,,,,,
decomissioned,decommissioned,general,,,,,,
decomposit,decompose,general,,,,,,
decomposited,decomposed,general,,,,,,
decompositing,decomposing,general,,,,,,
decomposits,decomposes,general,,,,,,
decress,decrees,general,,,,,,
decribe,describe,general,,,,,,
decribed,described,general,,,,,,
decribes,describes,general,,,,,,
decribing,describing,general,,,,,,
dectect,detect,general,,,,,,
defendent,defendant,general,,,,,,
defendents,defendants,general,,,,,,
deffensively,defensively,general,,,,,,
deffine,define,general,,,,,,
deffined,defined,general,,,,,,
definance,defiance,general,,,,,,
definate,definite,general,,,,,,
definately,definitely,general,,,,,,
definatly,definitely,general,,,,,,
definetly,definitely,general,,,,,,
definining,defining,general,,,,,,
definit,definite,general,,,,,,
definitly,definitely,general,,,,,,
definiton,definition,general,,,,,,
defintion,definition,general,,,,,,
degrate,degrade,general,,,,,,
delagates,delegates,general,,,,,,
delapidated,dilapidated,general,,,,,,
delerious,delirious,general,,,,,,
delevopment,development,general,,,,,,
deliberatly,deliberately,general,,,,,,
delusionally,delusively,general,,,,,,
demenor,demeanor,general,,,,,,
demographical,demographic,general,,,,,,
demolision,demolition,general,,,,,,
demorcracy,democracy,general,,,,,,
demostration,demonstration,general,,,,,,
denegrating,denigrating,general,,,,,,
densly,densely,general,,,,,,
deparment,department,general,,,,,,
deparmental,departmental,general,,,,,,
deparments,departments,general,,,,,,
dependance,dependence,general,,,,,,
dependancy,dependency,general,,,,,,
deram,"dram, dream",general,,,,,,
deriviated,derived,general,,,,,,
derivitive,derivative,general,,,,,,
derogitory,derogatory,general,,,,,,
descendands,descendants,general,,,,,,
descibed,described,general,,,,,,
descision,decision,general,,,,,,
descisions,decisions,general,,,,,,
descriibes,describes,general,,,,,,
descripters,descriptors,general,,,,,,
descripton,description,general,,,,,,
desctruction,destruction,general,,,,,,
descuss,discuss,general,,,,,,
desgined,designed,general,,,,,,
deside,decide,general,,,,,,
desigining,designing,general,,,,,,
desinations,destinations,general,,,,,,
desintegrated,disintegrated,general,,,,,,
desintegration,disintegration,general,,,,,,
desireable,desirable,general,,,,,,
desitned,destined,general,,,,,,
desktiop,desktop,general,,,,,,
desorder,disorder,general,,,,,,
desoriented,disoriented,general,,,,,,
desparate,"desperate, disparate",general,,,,,,
despict,depict,general,,,,,,
despiration,desperation,general,,,,,,
dessicated,desiccated,general,,,,,,
dessigned,designed,general,,,,,,
destablized,destabilized,general,,,,,,
destory,destroy,general,,,,,,
detailled,detailed,general,,,,,,
detatched,detached,general,,,,,,
deteoriated,deteriorated,general,,,,,,
deteriate,deteriorate,general,,,,,,
deterioriating,deteriorating,general,,,,,,
determinining,determining,general,,,,,,
detremental,detrimental,general,,,,,,
devasted,devastated,general,,,,,,
develope,develop,general,,,,,,
developement,development,general,,,,,,
developped,developed,general,,,,,,
develpment,development,general,,,,,,
devels,delves,general,,,,,,
devestated,devastated,general,,,,,,
devestating,devastating,general,,,,,,
devide,divide,general,,,,,,
devided,divided,general,,,,,,
devistating,devastating,general,,,,,,
devolopement,development,general,,,,,,
diablical,diabolical,general,,,,,,
diamons,diamonds,general,,,,,,
diaster,disaster,general,,,,,,
dichtomy,dichotomy,general,,,,,,
diconnects,disconnects,general,,,,,,
dicover,discover,general,,,,,,
dicovered,discovered,general,,,,,,
dicovering,discovering,general,,,,,,
dicovers,discovers,general,,,,,,
dicovery,discovery,general,,,,,,
dictionarys,dictionaries,general,,,,,,
dicussed,discussed,general,,,,,,
didnt,didn't,general,,,,,,
diea,"idea, die",general,,,,,,
dieing,"dying, dyeing",general,,,,,,
dieties,deities,general,,,,,,
diety,deity,general,,,,,,
diferent,different,general,,,,,,
diferrent,different,general,,,,,,
differentiatiations,differentiations,general,,,,,,
differnt,different,general,,,,,,
difficulity,difficulty,general,,,,,,
diffrent,different,general,,,,,,
dificulties,difficulties,general,,,,,,
dificulty,difficulty,general,,,,,,
dimenions,dimensions,general,,,,,,
dimention,dimension,general,,,,,,
dimentional,dimensional,general,,,,,,
dimentions,dimensions,general,,,,,,
dimesnional,dimensional,general,,,,,,
diminuitive,diminutive,general,,,,,,
dimunitive,diminutive,general,,,,,,
diosese,diocese,general,,,,,,
diphtong,diphthong,general,,,,,,
diphtongs,diphthongs,general,,,,,,
diplomancy,diplomacy,general,,,,,,
dipthong,diphthong,general,,,,,,
dipthongs,diphthongs,general,,,,,,
directoty,directory,general,,,,,,
dirived,derived,general,,,,,,
disagreeed,disagreed,general,,,,,,
disapeared,disappeared,general,,,,,,
disapointing,disappointing,general,,,,,,
disappearred,disappeared,general,,,,,,
disaproval,disapproval,general,,,,,,
disasterous,disastrous,general,,,,,,
disatisfaction,dissatisfaction,general,,,,,,
disatisfied,dissatisfied,general,,,,,,
disatrous,disastrous,general,,,,,,
discontentment,discontent,general,,,,,,
discribe,describe,general,,,,,,
discribed,described,general,,,,,,
discribes,describes,general,,,,,,
discribing,describing,general,,,,,,
disctinction,distinction,general,,,,,,
disctinctive,distinctive,general,,,,,,
disemination,dissemination,general,,,,,,
disenchanged,disenchanted,general,,,,,,
disiplined,disciplined,general,,,,,,
disobediance,disobedience,general,,,,,,
disobediant,disobedient,general,,,,,,
disolved,dissolved,general,,,,,,
disover,discover,general,,,,,,
dispair,despair,general,,,,,,
disparingly,disparagingly,general,,,,,,
dispence,dispense,general,,,,,,
dispenced,dispensed,general,,,,,,
dispencing,dispensing,general,,,,,,
dispicable,despicable,general,,,,,,
dispite,despite,general,,,,,,
dispostion,disposition,general,,,,,,
disproportiate,disproportionate,general,,,,,,
disputandem,disputandum,general,,,,,,
disricts,districts,general,,,,,,
dissagreement,disagreement,general,,,,,,
dissapear,disappear,general,,,,,,
dissapearance,disappearance,general,,,,,,
dissapeared,disappeared,general,,,,,,
dissapearing,disappearing,general,,,,,,
dissapears,disappears,general,,,,,,
dissappear,disappear,general,,,,,,
dissappears,disappears,general,,,,,,
dissappointed,disappointed,general,,,,,,
dissarray,disarray,general,,,,,,
dissobediance,disobedience,general,,,,,,
dissobediant,disobedient,general,,,,,,
dissobedience,disobedience,general,,,,,,
dissobedient,disobedient,general,,,,,,
distiction,distinction,general,,,,,,
distingish,distinguish,general,,,,,,
distingished,distinguished,general,,,,,,
distingishes,distinguishes,general,,,,,,
distingishing,distinguishing,general,,,,,,
distingquished,distinguished,general,,,,,,
distrubution,distribution,general,,,,,,
distruction,destruction,general,,,,,,
distructive,destructive,general,,,,,,
ditributed,distributed,general,,,,,,
diversed,"diverse, diverged",general,,,,,,
divice,device,general,,,,,,
divinition,divination,general,,,,,,
divison,division,general,,,,,,
divisons,divisions,general,,,,,,
doccument,document,general,,,,,,
doccumented,documented,general,,,,,,
doccuments,documents,general,,,,,,
docrines,doctrines,general,,,,,,
doctines,doctrines,general,,,,,,
documenatry,documentary,general,,,,,,
doens,does,general,,,,,,
doesnt,doesn't,general,,,,,,
doign,doing,general,,,,,,
dominaton,domination,general,,,,,,
dominent,dominant,general,,,,,,
dominiant,dominant,general,,,,,,
donig,doing,general,,,,,,
dosen't,doesn't,general,,,,,,
doub,"doubt, daub",general,,,,,,
doulbe,double,general,,,,,,
dowloads,downloads,general,,,,,,
dramtic,dramatic,general,,,,,,
draughtman,draughtsman,general,,,,,,
Dravadian,Dravidian,general,,,,,,
dreasm,dreams,general,,,,,,
driectly,directly,general,,,,,,
drnik,drink,general,,,,,,
druming,drumming,general,,,,,,
drummless,drumless,general,,,,,,
dum,dumb,general,,,,,,
dupicate,duplicate,general,,,,,,
durig,during,general,,,,,,
durring,during,general,,,,,,
duting,during,general,,,,,,
dyas,dryas,general,,,,,,
eahc,each,general,,,,,,
ealier,earlier,general,,,,,,
earlies,earliest,general,,,,,,
earnt,earned,general,,,,,,
ecclectic,eclectic,general,,,,,,
eceonomy,economy,general,,,,,,
ecidious,deciduous,general,,,,,,
eclispe,eclipse,general,,,,,,
ecomonic,economic,general,,,,,,
ect,etc,general,,,,,,
eearly,early,general,,,,,,
efel,evil,general,,,,,,
effeciency,efficiency,general,,,,,,
effecient,efficient,general,,,,,,
effeciently,efficiently,general,,,,,,
efficency,efficiency,general,,,,,,
efficent,efficient,general,,,,,,
efficently,efficiently,general,,,,,,
efford,"effort, afford",general,,,,,,
effords,"efforts, affords",general,,,,,,
effulence,effluence,general,,,,,,
eigth,"eighth, eight",general,,,,,,
eiter,either,general,,,,,,
elction,election,general,,,,,,
electic,"eclectic, electric",general,,,,,,
electon,"election, electron",general,,,,,,
electrial,electrical,general,,,,,,
electricly,electrically,general,,,,,,
electricty,electricity,general,,,,,,
elementay,elementary,general,,,,,,
eleminated,eliminated,general,,,,,,
eleminating,eliminating,general,,,,,,
eles,eels,general,,,,,,
eletricity,electricity,general,,,,,,
elicided,elicited,general,,,,,,
eligable,eligible,general,,,,,,
elimentary,elementary,general,,,,,,
ellected,elected,general,,,,,,
elphant,elephant,general,,,,,,
embarass,embarrass,general,,,,,,
embarassed,embarrassed,general,,,,,,
embarassing,embarrassing,general,,,,,,
embarassment,embarrassment,general,,,,,,
embargos,embargoes,general,,,,,,
embarras,embarrass,general,,,,,,
embarrased,embarrassed,general,,,,,,
embarrasing,embarrassing,general,,,,,,
embarrasment,embarrassment,general,,,,,,
embezelled,embezzled,general,,,,,,
emblamatic,emblematic,general,,,,,,
