raw material,FOODON_CandidateTerm_Wikipedia_130,"A raw material, also known as a feedstock or most correctly unprocessed material, is a basic material that is used to produce goods, finished products, energy, or intermediate materials which are feedstock for future finished products.'""}",,FOODON_CandidateTerm_Wikipedia_Raw_material
raw meat,FOODON_CandidateTerm_Wikipedia_131,Raw meat generally refers to any type of uncooked muscle tissue of an animal used for food.,,FOODON_CandidateTerm_Wikipedia_Raw_meat
raw milk,FOODON_CandidateTerm_Wikipedia_132,"Raw milk is milk that has not been pasteurized, a process where milk products are heated to decontaminate it for safe drinking.'""}",,FOODON_CandidateTerm_Wikipedia_Raw_milk
red cabbage,FOODON_CandidateTerm_Wikipedia_133,"The red cabbage (purple-leaved varieties of Brassica oleracea Capitata Group) is a kind of cabbage, also known as purple cabbage, red kraut, or blue kraut after preparation.'""}",,FOODON_CandidateTerm_Wikipedia_Red_cabbage
red drum,FOODON_CandidateTerm_Wikipedia_134,"The red drum (Sciaenops ocellatus), also known as channel bass, redfish, spottail bass, or simply red, is a game fish found in the Atlantic Ocean from Massachusetts to Florida and in the Gulf of Mexico from Florida to northern Mexico.'""}",,FOODON_CandidateTerm_Wikipedia_Red_drum
red junglefowl,FOODON_CandidateTerm_Wikipedia_135,"The red junglefowl (Gallus gallus) is a tropical member of the family Phasianidae.'""}",,FOODON_CandidateTerm_Wikipedia_Red_junglefowl
red meat,FOODON_CandidateTerm_Wikipedia_136,"Commonly, especially in gastronomy, red meat is red when raw and dark in color when cooked, in contrast to white meat which is pale in color before and after cooking and dark meat which is dark when cooked.'""}",,FOODON_CandidateTerm_Wikipedia_Red_meat
reticulated python,FOODON_CandidateTerm_Wikipedia_137,"The reticulated python (Python reticulatus) is a species of python found in Southeast Asia.'""}",,FOODON_CandidateTerm_Wikipedia_Reticulated_python
rice cereal,FOODON_CandidateTerm_Wikipedia_138,Rice cereal is the name commonly given to industrially manufactured baby food based on rice.,,FOODON_CandidateTerm_Wikipedia_Rice_cereal
river thame,FOODON_CandidateTerm_Wikipedia_139,"The River Thame  is a river in Southern England.'""}",,FOODON_CandidateTerm_Wikipedia_River_Thame
roma tomato,FOODON_CandidateTerm_Wikipedia_140,"Roma tomato or Roma is a plum tomato popularly used both for canning and producing tomato paste because of their slender and firm nature.'""}",,FOODON_CandidateTerm_Wikipedia_Roma_tomato
root ball,FOODON_CandidateTerm_Wikipedia_141,"A root ball is the main mass of roots at the base of a plant such as a shrub or tree.'""}",,FOODON_CandidateTerm_Wikipedia_Root_ball
salted duck egg,FOODON_CandidateTerm_Wikipedia_142,"A salted duck egg is a Chinese preserved food product made by soaking duck eggs in brine, or packing each egg in damp, salted charcoal.'""}",,FOODON_CandidateTerm_Wikipedia_Salted_duck_egg
sand goby,FOODON_CandidateTerm_Wikipedia_143,"The sand goby (Pomatoschistus minutus), also known as a polewig or pollybait, is a species of ray-finned fish native to marine and brackish waters European waters from the Baltic Sea through the Mediterranean Sea and into the Black Sea where it occurs in sandy or muddy areas of inshore waters at depths of from 4 to 200 metres (13 to 656 ft).'""}",,FOODON_CandidateTerm_Wikipedia_Sand_goby
sand island,FOODON_CandidateTerm_Wikipedia_144,"A sand island is an island that is largely or completely made of sand.'""}",,FOODON_CandidateTerm_Wikipedia_Sand_island
sea lion,FOODON_CandidateTerm_Wikipedia_145,"Sea lions are sea mammals characterized by external ear flaps, long foreflippers, the ability to walk on all fours, and short, thick hair, big chest and belly.'""}",,FOODON_CandidateTerm_Wikipedia_Sea_lion
sea perch,FOODON_CandidateTerm_Wikipedia_146,"Sea perch, sea-perch or seaperch are the common names of various fishes, including:'""}",,FOODON_CandidateTerm_Wikipedia_Sea_perch
sea snail,FOODON_CandidateTerm_Wikipedia_147,"Sea snail is a common name for snails that normally live in saltwater, in other words marine gastropods.'""}",,FOODON_CandidateTerm_Wikipedia_Sea_snail
sea trout,FOODON_CandidateTerm_Wikipedia_148,"Sea trout is the common name usually applied to anadromous (or sea-run) forms of brown trout (Salmo trutta), and is often referred to as Salmo trutta morpha trutta.'""}",,FOODON_CandidateTerm_Wikipedia_Sea_trout
septic tank,FOODON_CandidateTerm_Wikipedia_149,"A septic tank is a watertight chamber made of concrete, fiberglass, PVC or plastic, through which domestic wastewater (sewage) flows for primary treatment.'""}",,FOODON_CandidateTerm_Wikipedia_Septic_tank
serpa cheese,FOODON_CandidateTerm_Wikipedia_150,"Serpa cheese is a type of cheese from Serpa, Alentejo, Portugal.'""}",,FOODON_CandidateTerm_Wikipedia_Serpa_cheese
sheer khurma,FOODON_CandidateTerm_Wikipedia_151,"Sheer khurma or Sheer khorma (Persian, literally ""milk with dates"" in Persian, is a festival vermicelli pudding prepared by Muslims on Eid ul-Fitr and Eid al-Adha in Afghanistan, India, Pakistan, Bangladesh and parts of Central Asia.\''}",,FOODON_CandidateTerm_Wikipedia_Sheer_khurma
small intestine,FOODON_CandidateTerm_Wikipedia_152,"The small intestine or small bowel is the part of the gastrointestinal tract between the stomach and the large intestine, and is where most of the end absorption of food takes place.'""}",,FOODON_CandidateTerm_Wikipedia_Small_intestine
smoked fish,FOODON_CandidateTerm_Wikipedia_153,"Smoked fish is fish that has been cured by smoking.'""}",,FOODON_CandidateTerm_Wikipedia_Smoked_fish
snack mix,FOODON_CandidateTerm_Wikipedia_154,"Snack mixes are a subset of snack foods consisting of multiple snack items.'""}",,FOODON_CandidateTerm_Wikipedia_Snack_mix
snow leopard,FOODON_CandidateTerm_Wikipedia_155,"The snow leopard or ounce (Panthera uncia) is a large cat native to the mountain ranges of Central and South Asia.'""}",,FOODON_CandidateTerm_Wikipedia_Snow_leopard
soan papdi,FOODON_CandidateTerm_Wikipedia_156,"Soan papdi (also known as patisa, son papri, sohan papdi or shonpapri)  is a popular North Indian dessert.'""}",,FOODON_CandidateTerm_Wikipedia_Soan_papdi
sockeye salmon,FOODON_CandidateTerm_Wikipedia_157,"Sockeye salmon (Oncorhynchus nerka), also called red salmon, kokanee salmon, or blueback salmon, is an anadromous species of salmon found in the Northern Pacific Ocean and rivers discharging into it.'""}",,FOODON_CandidateTerm_Wikipedia_Sockeye_salmon
soy protein,FOODON_CandidateTerm_Wikipedia_158,"Soy protein is a protein that is isolated from soybean.'""}",,FOODON_CandidateTerm_Wikipedia_Soy_protein
spice mix,FOODON_CandidateTerm_Wikipedia_159,"Spice mixes are blended spices or herbs.'""}",,FOODON_CandidateTerm_Wikipedia_Spice_mix
spice rub,FOODON_CandidateTerm_Wikipedia_160,Spice rub is any mixture of ground spices that is made for the purpose of being rubbed on raw food before the food is cooked.,,FOODON_CandidateTerm_Wikipedia_Spice_rub
spring roll,FOODON_CandidateTerm_Wikipedia_161,"Spring rolls are a large variety of filled, rolled appetizers or dim sum found in East Asian and Southeast Asian cuisine.'""}",,FOODON_CandidateTerm_Wikipedia_Spring_roll
string cheese,FOODON_CandidateTerm_Wikipedia_162,"String cheese refers to several different types of cheese where the manufacturing process aligns the proteins in the cheese, which makes it stringy.'""}",,FOODON_CandidateTerm_Wikipedia_String_cheese
striped bass,FOODON_CandidateTerm_Wikipedia_163,"The striped bass (Morone saxatilis), also called Atlantic striped bass, striper, linesider, rock, or rockfish, is an anadromous Perciforme fish of the family Moronidae found primarily along the Atlantic coast of North America.'""}",,FOODON_CandidateTerm_Wikipedia_Striped_bass
sunflower seed,FOODON_CandidateTerm_Wikipedia_164,The sunflower seed is the fruit of the sunflower (Helianthus annuus).',,FOODON_CandidateTerm_Wikipedia_Sunflower_seed
surface water,FOODON_CandidateTerm_Wikipedia_165,"Surface water is water on the surface of the planet such as in a river, lake, wetland, or ocean.'""}",,FOODON_CandidateTerm_Wikipedia_Surface_water
suwannee river,FOODON_CandidateTerm_Wikipedia_166,"The Suwannee River (also spelled Suwanee River) is a major river that runs through South Georgia southward into Florida in the southern United States.'""}",,FOODON_CandidateTerm_Wikipedia_Suwannee_River
sweet corn,FOODON_CandidateTerm_Wikipedia_167,"Sweet corn (Zea mays convar.'""}",,FOODON_CandidateTerm_Wikipedia_Sweet_corn
thai basil,FOODON_CandidateTerm_Wikipedia_168,Thai basil (Thai,,FOODON_CandidateTerm_Wikipedia_Thai_basil
threadfin bream,FOODON_CandidateTerm_Wikipedia_169,"The threadfin breams consist of the family Nemipteridae within the order Perciformes.'""}",,FOODON_CandidateTerm_Wikipedia_Threadfin_bream
tiliqua rugosa,FOODON_CandidateTerm_Wikipedia_170,"Tiliqua rugosa is a short-tailed, slow moving species of blue-tongued skink found in Australia.'""}",,FOODON_CandidateTerm_Wikipedia_Tiliqua_rugosa
tinfoil barb,FOODON_CandidateTerm_Wikipedia_171,"The tinfoil barb (Barbonymus schwanenfeldii) is a tropical Southeast Asian freshwater fish of the family Cyprinidae.'""}",,FOODON_CandidateTerm_Wikipedia_Tinfoil_barb
tokay gecko,FOODON_CandidateTerm_Wikipedia_172,"The tokay gecko (Gekko gecko) is a nocturnal arboreal gecko in the genus Gekko, the true geckos.'""}",,FOODON_CandidateTerm_Wikipedia_Tokay_gecko
walking fish,FOODON_CandidateTerm_Wikipedia_173,"A walking fish, or ambulatory fish, is a fish that is able to travel over land for extended periods of time.'""}",,FOODON_CandidateTerm_Wikipedia_Walking_fish
water chiller,FOODON_CandidateTerm_Wikipedia_174,"A water chiller is a mechanical device used to facilitate heat exchange from water to a refrigerant in a closed loop system.'""}",,FOODON_CandidateTerm_Wikipedia_Water_chiller
water filter,FOODON_CandidateTerm_Wikipedia_175,"A water filter removes impurities by lowering contamination of water using a fine physical barrier, a chemical process, or a biological process.",,FOODON_CandidateTerm_Wikipedia_Water_filter
whey protein,FOODON_CandidateTerm_Wikipedia_176,"Whey protein is a mixture of globular proteins isolated from whey, the liquid material created as a by-product of cheese production.'""}",,FOODON_CandidateTerm_Wikipedia_Whey_protein
white lotus,FOODON_CandidateTerm_Wikipedia_177,The White Lotus (simplified Chinese; traditional Chinese,,FOODON_CandidateTerm_Wikipedia_White_Lotus
white meat,FOODON_CandidateTerm_Wikipedia_178,"White meat or light meat refers to the lighter-colored meat of poultry, as contrasted with dark meat.'""}",,FOODON_CandidateTerm_Wikipedia_White_meat
whole blood,FOODON_CandidateTerm_Wikipedia_179,Whole blood (WB) is human blood from a standard blood donation.,,FOODON_CandidateTerm_Wikipedia_Whole_blood
wild bird,FOODON_CandidateTerm_Wikipedia_180,"Wild Bird is an album by American pianist Hal Galper released on the Mainstream label in 1972.'""}",,FOODON_CandidateTerm_Wikipedia_Wild_Bird
wild yam,FOODON_CandidateTerm_Wikipedia_181,"Wild yam may refer to:'""}",,FOODON_CandidateTerm_Wikipedia_Wild_yam
yellow catfish,FOODON_CandidateTerm_Wikipedia_182,"A variety of fish species are referred to as the yellow catfish, including:'""}",,FOODON_CandidateTerm_Wikipedia_Yellow_catfish
yellow strip,FOODON_CandidateTerm_Wikipedia_183,"Yellow strip price or touch price is a term used in the UK stock market(LSE) by Market makers for the highest bid price or lowest offer price, shown on the SEAQ or SETS screen in a yellow strip.'""}",,FOODON_CandidateTerm_Wikipedia_Yellow_strip
yellowfin sole,FOODON_CandidateTerm_Wikipedia_184,"The yellowfin sole, Limanda aspera, is a flatfish of the family Pleuronectidae.'""}",,FOODON_CandidateTerm_Wikipedia_Yellowfin_sole
yolk sac,FOODON_CandidateTerm_Wikipedia_185,"The yolk sac is a membranous sac attached to an embryo, formed by cells of the hypoblast adjacent to the embryonic disk.'""}",,FOODON_CandidateTerm_Wikipedia_Yolk_sac
